symbol,companyName,previousClose,trailingPE,dividendYield,marketCap
POST,"Post Holdings, Inc.",111.67,18.481054,0.0,6336.128512
AMR,"Alpha Metallurgical Resources, ",132.16,9.20168,81.0,1715.124736
OLED,Universal Display Corporation,147.84,32.26395,120.0,7136.979456
OLN,Olin Corporation,23.8,27.076921,325.0,2844.04736
TEAM,Atlassian Corporation,208.0,0,0.0,57231.282176
NVRI,Enviri Corporation,6.07,0,0.0,502.932992
GWRE,"Guidewire Software, Inc.",176.01,0,0.0,15588.389888
SCHL,Scholastic Corporation,20.05,0,412.0,545.723392
PAHC,Phibro Animal Health Corporatio,20.49,44.270836,225.99999999999997,860.701504
FXY,Invesco CurrencyShares Japanese,62.47,0,0.0,127.223
TDS,"Telephone and Data Systems, Inc",33.99,0,46.0,4008.865024
FL,"Foot Locker, Inc.",15.55,82.52632,0.0,1487.85792
SUPN,"Supernus Pharmaceuticals, Inc.",31.17,23.681818,0.0,1744.761344
BDX,"Becton, Dickinson and Company",222.79,38.04377,176.0,64886.767616
FTDR,"frontdoor, inc.",37.2,12.757476,0.0,2870.23104
WSO,"Watsco, Inc.",491.52,38.32078,212.0,20533.250048
HSII,Heidrick & Struggles Internatio,42.56,104.268295,140.0,872.518976
CBU,"Community Financial System, Inc",55.62,16.636627,322.0,3016.724992
UMBF,UMB Financial Corporation,98.19,11.281424,158.0,7368.690176
PTC,PTC Inc.,153.3,47.791412,0.0,18746.478592
SPTN,SpartanNash Company,19.94,2007.0,438.0,676.13824
WTS,"Watts Water Technologies, Inc.",206.39,24.280785,82.0,7029.48608
EPC,Edgewell Personal Care Company,30.19,16.494566,198.0,1463.741056
BTU,Peabody Energy Corporation,13.01,4.886447,225.0,1621.71712
G,Genpact Limited,49.35,17.592983,136.0,8808.04352
EFC,Ellington Financial Inc.,13.1,9.852941,1164.0,1215.09184
GOGO,Gogo Inc.,6.87,15.953488,0.0,897.143936
COTY,Coty Inc.,5.43,Infinity,0.0,4804.681728
BMY,Bristol-Myers Squibb Company,60.28,0,420.0,119749.574656
SYNA,Synaptics Incorporated,61.71,14.677569,0.0,2461.702144
TBRG,"TruBridge, Inc.",27.42,0,0.0,401.188768
PEY,Invesco High Yield Equity Divid,21.08,15.555302,423.00000000000006,993.888
EME,"EMCOR Group, Inc.",372.92,18.053438,26.0,17666.56
TREX,"Trex Company, Inc.",54.0,27.196173,0.0,6090.974208
NUE,Nucor Corporation,129.56,15.631952,167.0,30451.499008
AOR,iShares Core 60/40 Balanced All,57.09,20.50481,259.0,0.0
STZ,"Constellation Brands, Inc.",181.59,48.354668,223.0,32776.484864
AWK,"American Water Works Company, I",142.54,26.82528,212.0,28134.754304
CARS,Cars.com Inc.,11.14,15.819445,0.0,727.22304
PRK,Park National Corporation,153.04,16.741693,274.0,2524.03584
MTX,Minerals Technologies Inc.,66.53,13.040618,65.0,2150.536192
ONB,Old National Bancorp,20.2,12.476191,267.0,6685.715968
EWZ,iShares Inc iShares MSCI Brazil,24.8,10.810824,833.0,5182.212096
SMG,Scotts Miracle-Gro Company (The,60.11,0,436.00000000000006,3478.247936
GFS,GlobalFoundries Inc.,36.53,0,0.0,20851.67104
VTR,"Ventas, Inc.",66.36,352.05264,287.0,29240.293376
CARG,"CarGurus, Inc.",30.14,153.9,0.0,3213.924608
LKQ,LKQ Corporation,41.28,15.840303,288.0,10796.397568
BGC,"BGC Group, Inc.",8.53,35.24,91.0,4316.75904
HUBG,"Hub Group, Inc.",36.53,21.811766,135.0,2280.524032
CCK,"Crown Holdings, Inc.",87.1,25.087324,117.0,10469.269504
ALGT,Allegiant Travel Company,53.49,0,381.0,994.486016
KNX,Knight-Swift Transportation Hol,45.6,63.726025,155.0,7535.123456
DOCS,"Doximity, Inc.",60.8,63.38,0.0,11892.432896
WT,"WisdomTree, Inc.",8.3,25.90909,140.0,1257.260416
WEX,WEX Inc.,150.37,20.545332,0.0,5981.203456
EG,"Everest Group, Ltd.",349.59,11.285714,223.0,15398.744064
BLKB,"Blackbaud, Inc.",63.3,0,0.0,3124.056064
CVI,CVR Energy Inc.,18.31,320.5,1040.0,1933.211136
RNST,Renasant Corporation,33.29,10.541285,254.99999999999997,2196.883456
WLY,"John Wiley & Sons, Inc.",43.75,59.62162,320.0,2374.83392
PFS,"Provident Financial Services, I",16.66,16.333334,560.0,2238.092032
AX,"Axos Financial, Inc.",61.63,8.64054,0.0,3650.877952
FRT,Federal Realty Investment Trust,94.7,28.116959,458.0,8297.550336
LULU,lululemon athletica inc.,309.68,22.473265,0.0,37878.4768
CDNS,"Cadence Design Systems, Inc.",241.56,64.101036,0.0,67822.538752
WPC,W. P. Carey Inc. REIT,61.64,29.980862,568.0,13713.078272
PBI,Pitney Bowes Inc.,9.12,16.821428,254.99999999999997,1721.853568
KALU,Kaiser Aluminum Corporation,69.17,24.505228,438.0,1132.34816
GS,"Goldman Sachs Group, Inc. (The)",524.81,13.351665,222.00000000000003,168264.810496
LHX,"L3Harris Technologies, Inc.",211.18,26.818298,227.0,39619.33824
HIG,"The Hartford Insurance Group, I",116.5,11.475869,175.0,33929.660416
CMS,CMS Energy Corporation,71.88,21.852852,298.0,21743.310848
MCHP,Microchip Technology Incorporat,51.89,93.85965,340.0,28773.316608
UNP,Union Pacific Corporation,234.29,21.418394,225.99999999999997,143536.062464
HLIT,Harmonic Inc.,10.3,31.515148,0.0,1217.351168
DKS,Dick's Sporting Goods Inc,186.55,13.853276,249.00000000000003,15846.8096
ABR,Arbor Realty Trust,12.06,10.51695,1386.0,2351.7568
TNL,Travel   Leisure Co.,46.62,8.968225,467.0,3200.08832
CLF,Cleveland-Cliffs Inc.,9.73,0,0.0,5137.657856
BKR,Baker Hughes Company,41.74,14.375839,215.0,42416.398336
BANF,BancFirst Corporation,109.24,17.32298,165.0,3706.937856
IBP,"Installed Building Products, In",166.56,18.793634,182.0,4752.532992
SNDR,"Schneider National, Inc.",23.315,35.984848,160.0,4167.84
IQV,"IQVIA Holdings, Inc.",181.43,24.758022,0.0,32651.776
HTH,Hilltop Holdings Inc.,30.28,17.672413,234.0,1994.57728
F,Ford Motor Company,9.53,6.664383,771.0,38564.368384
CEVA,"CEVA, Inc.",29.79,Infinity,0.0,734.436736
SNEX,StoneX Group Inc.,107.27,13.2497015,0.0,3558.182144
ARW,"Arrow Electronics, Inc.",101.93,14.364883,0.0,5463.483392
PLAB,"Photronics, Inc.",20.76,9.046809,0.0,1351.321728
EQT,EQT Corporation,48.86,112.71112,124.0,30302.210048
CPAY,"Corpay, Inc.",328.42,24.219355,0.0,23734.632448
MRK,"Merck & Company, Inc.",94.71,14.0311575,343.0,238887.600128
TEX,Terex Corporation,39.16,8.127016,169.0,2676.584192
JWN,"Nordstrom, Inc.",24.22,13.902299,314.0,3996.18816
PFBC,Preferred Bank,81.04,8.324325,361.0,1101.038464
CSL,Carlisle Companies Incorporated,326.43,18.315704,119.0,14967.51104
RF,Regions Financial Corporation,20.84,11.103627,467.0,19404.115968
LFUS,"Littelfuse, Inc.",205.1,52.6275,133.0,5202.354688
MAT,"Mattel, Inc.",19.66,12.5,0.0,6521.449984
GES,"Guess?, Inc.",9.27,7.0802917,1237.0,499.130944
AFL,AFLAC Incorporated,105.1,11.137072,216.0,58621.566976
PRI,"Primerica, Inc.",276.7,13.589047,146.0,9488.751616
JNK,SPDR Bloomberg High Yield Bond ,94.86,19.972765,654.0,8510.547968
PEN,"Penumbra, Inc.",260.63,778.9143,0.0,10500.204544
WRLD,World Acceptance Corporation,116.87,8.524211,0.0,698.049216
PGX,Invesco Preferred ETF,11.48,0,589.0,0.0
DCOM,"Dime Community Bancshares, Inc.",27.34,50.90909,357.0,1221.8752
HWM,Howmet Aerospace Inc.,122.77,45.021355,32.0,51239.460864
CIVI,"Civitas Resources, Inc.",32.13,3.9739952,595.0,3127.241472
RDN,Radian Group Inc.,31.08,8.035714,324.0,4569.4848
NFG,National Fuel Gas Company,74.66,0,269.0,6923.621376
RPM,RPM International Inc.,115.52,22.913214,176.0,14935.744512
HP,"Helmerich & Payne, Inc.",24.83,8.534654,387.0,2569.930752
AMG,"Affiliated Managers Group, Inc.",158.83,10.774108,2.0,4772.401664
CWEN-A,"Clearway Energy, Inc.",27.55,36.746666,626.0,5768.363008
ABG,Asbury Automotive Group Inc,227.02,10.743602,0.0,4535.730176
KIM,Kimco Realty Corporation (HC),20.13,37.418182,486.00000000000006,13983.73888
MD,"Pediatrix Medical Group, Inc.",13.71,0,0.0,1177.58208
EZPW,"EZCORP, Inc.",13.14,11.798245,0.0,738.92416
MC,Moelis & Company,58.55,33.455055,437.0,4204.968448
SAIC,Science Applications Internatio,104.26,17.580809,142.0,5104.695296
LUMN,"Lumen Technologies, Inc.",4.65,0,0.0,4937.20576
AVT,"Avnet, Inc.",46.61,13.5,276.0,4134.054912
CCL,Carnival Corporation,19.12,13.833333,0.0,26929.649664
MDT,Medtronic plc.,92.33,28.375,301.0,119366.00064
MATX,"Matson, Inc.",129.44,9.339555,105.0,4271.339264
XPO,"XPO, Inc.",106.12,33.201237,0.0,12573.138944
LNT,Alliant Energy Corporation,62.23,23.401487,322.0,16158.761984
TGNA,TEGNA Inc,17.38,5.002833,283.0,2823.798528
WING,Wingstop Inc.,212.22,57.777775,51.0,6110.866432
POWI,"Power Integrations, Inc.",56.09,102.23214,147.0,3259.414272
FDX,FedEx Corporation,240.98,15.456285,227.99999999999997,58334.113792
VCEL,Vericel Corporation,45.39,226.90001,0.0,2267.620608
IEUR,iShares Core MSCI Europe ETF,60.57,17.875313,319.0,0.0
SKX,"Skechers U.S.A., Inc.",55.97,13.584135,0.0,8440.0512
KSS,Kohl's Corporation,8.21,8.22449,620.0,897.223104
OMCL,"Omnicell, Inc.",32.28,122.22221,0.0,1543.060224
INGR,Ingredion Incorporated,130.55,13.5072,244.0,8426.966528
SNX,TD SYNNEX Corporation,125.24,15.998743,138.0,10730.9312
ADTN,"ADTRAN Holdings, Inc.",8.67,0,0.0,726.726016
MGM,MGM Resorts International,30.16,13.233333,0.0,9069.100032
KOP,Koppers Holdings Inc.,28.38,12.199187,107.0,614.77888
COST,Costco Wholesale Corporation,890.62,52.64531,51.0,401053.94176
SPXC,"SPX Technologies, Inc.",131.42,31.223253,0.0,6227.314176
OXM,"Oxford Industries, Inc.",55.24,60.37234,472.0,891.031744
DORM,"Dorman Products, Inc.",125.29,20.78013,0.0,3901.906176
MYGN,"Myriad Genetics, Inc.",9.7,0,0.0,919.482624
FDP,"Fresh Del Monte Produce, Inc.",30.11,10.152026,399.0,1440.605952
SPG,"Simon Property Group, Inc.",159.48,22.235863,521.0,60782.301184
FLS,Flowserve Corporation,47.6,22.897196,171.0,6455.504896
DFH,"Dream Finders Homes, Inc.",23.4,7.254491,0.0,2263.978496
BXP,"BXP, Inc.",63.97,727.88885,598.0,11560.615936
CARR,Carrier Global Corporation,64.25,54.532784,135.0,57481.117696
LOPE,"Grand Canyon Education, Inc.",164.86,21.822998,0.0,4851.906048
MORN,"Morningstar, Inc.",282.49,33.44289,63.0,12292.42368
VMI,"Valmont Industries, Inc.",319.34,19.047674,83.0,6575.628288
BRKR,Bruker Corporation,44.97,60.486843,44.0,6973.878784
TRNO,Terreno Realty Corporation,65.12,34.5625,295.0,6588.253696
WYNN,"Wynn Resorts, Limited",83.23,19.811495,115.99999999999999,9169.6384
KBH,KB Home,59.89,7.1763315,165.0,4332.558336
FTRE,Fortrea Holdings Inc.,9.58,0,0.0,871.331968
CNK,Cinemark Holdings Inc Cinemark ,23.86,11.771845,132.0,2965.872128
JAZZ,Jazz Pharmaceuticals plc,136.05,15.949135,0.0,8378.656256
ZBH,"Zimmer Biomet Holdings, Inc.",107.57,24.823929,87.0,21890.95936
IDA,"IDACORP, Inc.",115.06,21.083635,297.0,6259.172864
IPAR,"Interparfums, Inc.",123.88,24.847656,252.0,4086.802688
SCVL,"Shoe Carnival, Inc.",21.49,8.033089,247.00000000000003,593.769408
GL,Globe Life Inc.,121.95,10.503351,86.0,10515.428352
AOK,iShares Core 30/70 Conservative,37.36,20.588375,321.0,0.0
ALTR,Altair Engineering Inc.,111.15,695.9375,0.0,9553.251328
MOH,Molina Healthcare Inc,311.07,15.0866375,0.0,17106.209792
T,AT&T Inc.,26.09,17.838926,418.0,190796.02176
WFC,Wells Fargo & Company,68.46,13.193668,225.99999999999997,232968.257536
IDCC,"InterDigital, Inc.",208.23,18.000828,111.00000000000001,5575.739392
RS,"Reliance, Inc.",278.93,18.18521,170.0,14979.45088
IWD,iShares Russell 1000 Value ETF,182.82,19.314783,179.0,56844.10368
WGO,"Winnebago Industries, Inc.",34.55,0,377.0,1023.70464
MAN,ManpowerGroup,58.48,20.006645,511.00000000000006,2814.694912
NOW,"ServiceNow, Inc.",811.62,123.440056,0.0,174343.176192
AOA,iShares Core 80/20 Aggressive A,75.72,20.44851,224.00000000000003,0.0
SCSC,"ScanSource, Inc.",35.24,14.208662,0.0,846.797696
BR,"Broadridge Financial Solutions,",225.57,35.570312,155.0,26639.374336
EMR,Emerson Electric Company,109.2,31.529577,189.0,63117.33248
KMB,Kimberly-Clark Corporation,140.14,18.495363,361.0,46311.886848
WDFC,WD-40 Company,237.46,45.704983,158.0,3231.852544
TRMB,Trimble Inc.,66.39,11.394089,0.0,17055.506432
IFF,International Flavors & Fragran,79.17,83.84211,200.99999999999997,20367.620096
AMCR,Amcor plc,9.63,17.781816,521.0,14135.425024
AOSL,Alpha and Omega Semiconductor L,25.68,0,0.0,783.90976
GOOGL,Alphabet Inc.,162.76,20.583334,48.0,2029039.910912
PM,Philip Morris International Inc,150.49,25.271215,356.0,236152.143872
CATY,Cathay General Bancorp,42.27,10.979747,314.0,3048.273152
MRVL,"Marvell Technology, Inc.",68.76,0,35.0,59533.238272
STAG,"Stag Industrial, Inc.",34.97,34.08654,420.0,6747.446272
FLR,Fluor Corporation,34.94,2.992683,0.0,6184.779776
NI,NiSource Inc,38.67,24.37037,284.0,18553.23136
AXL,American Axle & Manufacturing H,4.43,15.5172415,0.0,529.114496
DOC,"Healthpeak Properties, Inc.",20.03,56.861107,596.0,14300.259328
ARLO,"Arlo Technologies, Inc.",10.53,0,0.0,1088.915968
MASI,Masimo Corporation,165.69,0,0.0,9074.727936
APH,Amphenol Corporation,61.62,32.8125,105.0,76298.0352
UFPI,"UFP Industries, Inc.",104.5,15.738553,131.0,6480.840192
SAFE,Safehold Inc. New,18.57,12.81081,373.0,1354.673024
BTI,British American Tobacco  Indus,41.38,23.5,724.0,90848.067584
DLTR,"Dollar Tree, Inc.",66.0,0,0.0,13882.917888
SLGN,Silgan Holdings Inc.,48.82,19.23256,161.0,5299.167744
STEL,"Stellar Bancorp, Inc.",27.09,12.855813,202.99999999999997,1463.540736
EIG,Employers Holdings Inc,49.64,10.645435,239.0,1221.270016
CTVA,"Corteva, Inc.",58.59,49.032787,113.99999999999999,41009.958912
CRS,Carpenter Technology Corporatio,176.39,34.62264,44.0,9165.568
ARMK,Aramark,34.43,27.976377,118.0,9419.180032
DCI,"Donaldson Company, Inc.",67.01,20.011696,158.0,8179.812352
SDY,SPDR S&P Dividend ETF,133.09,20.91497,245.00000000000003,0.0
LECO,"Lincoln Electric Holdings, Inc.",184.94,23.374235,158.0,10686.154752
NTRS,Northern Trust Corporation,95.34,10.018423,307.0,19083.85792
URI,"United Rentals, Inc.",594.17,16.104446,114.99999999999999,40681.099264
EL,"Estee Lauder Companies, Inc. (T",64.86,0,210.0,23928.240128
ANSS,"ANSYS, Inc.",317.56,49.26412,0.0,28283.482112
PJT,PJT Partners Inc.,139.91,28.27495,72.0,5413.495296
GXO,"GXO Logistics, Inc.",39.14,35.857143,0.0,4799.842816
ANF,Abercrombie & Fitch Company,75.93,7.4639854,0.0,4019.237888
RRC,Range Resources Corporation,37.37,35.15596,94.0,9247.804416
ICHR,Ichor Holdings,25.63,0,0.0,909.925632
PINC,"Premier, Inc.",17.97,45.399998,463.0,1931.461248
LW,"Lamb Weston Holdings, Inc.",48.65,20.059055,290.0,7267.5584
COP,ConocoPhillips,96.19,12.669654,315.0,125902.004224
FLO,"Flowers Foods, Inc.",18.53,15.735044,521.0,3881.65632
SAFT,"Safety Insurance Group, Inc.",78.14,16.347279,461.00000000000006,1159.44128
BAX,Baxter International Inc.,34.55,0,197.0,17697.107968
SAM,"Boston Beer Company, Inc. (The)",226.7,45.227276,0.0,2573.143808
STLD,"Steel Dynamics, Inc.",123.25,12.920732,157.0,19057.903616
SM,SM Energy Company,28.77,4.4962516,267.0,3432.715264
CVLT,"Commvault Systems, Inc.",148.31,41.88684,0.0,7003.098112
ALGN,"Align Technology, Inc.",160.51,29.572954,0.0,12231.92064
GGG,Graco Inc.,82.74,29.748228,131.0,14104.92928
SYY,Sysco Corporation,72.66,18.787178,278.0,35845.881856
WY,Weyerhaeuser Company,28.95,54.57407,285.0,21382.782976
PENN,"PENN Entertainment, Inc.",16.23,0,0.0,2613.864448
MA,Mastercard Incorporated,519.83,38.01441,57.99999999999999,481053.638656
UBSI,"United Bankshares, Inc.",33.66,12.567273,428.0,4949.40672
PH,Parker-Hannifin Corporation,591.65,25.129393,107.0,78273.667072
KW,Kennedy-Wilson Holdings Inc.,8.74,0,555.0,1193.769088
EMBC,Embecta Corp.,13.0,13.282827,455.99999999999994,764.467328
MAA,Mid-America Apartment Communiti,161.74,36.37194,371.0,19593.443328
UHT,Universal Health Realty Income ,40.72,29.870504,708.0,575.076928
INDB,Independent Bank Corp.,61.37,14.084071,358.0,2712.25344
ARWR,"Arrowhead Pharmaceuticals, Inc.",15.07,0,0.0,2109.188992
AIG,"American International Group, I",81.55,20.42506,192.0,49323.769856
HPE,Hewlett Packard Enterprise Comp,14.77,7.5096154,333.0,20518.119424
RGEN,Repligen Corporation,142.44,0,0.0,8457.101824
FULT,Fulton Financial Corporation,17.5,11.4840765,400.0,3285.06624
ALE,"Allete, Inc.",65.31,21.174194,445.0,3800.634624
AEE,Ameren Corporation,97.96,22.425339,287.0,26753.081344
NOC,Northrop Grumman Corporation,490.59,17.123234,170.0,70196.527104
FAST,Fastenal Company,73.69,37.63,229.0,43157.925888
BCC,"Boise Cascade, L.L.C.",96.38,10.3814,85.0,3768.643584
FXB,Invesco CurrencyShares British ,124.4969,0,315.0,0.0
CENT,Central Garden & Pet Company,36.0,20.115385,0.0,2170.167552
UCTT,"Ultra Clean Holdings, Inc.",24.5,48.557693,0.0,1139.590528
BCPC,Balchem Corporation,166.5,42.676846,52.0,5456.384512
JACK,Jack In The Box Inc.,31.13,0,562.0,591.019136
UL,Unilever PLC,58.63,23.673386,318.0,144978.477056
ABM,ABM Industries Incorporated,47.06,36.834644,227.0,2911.184896
CSGS,"CSG Systems International, Inc.",59.49,20.023102,211.0,1749.692416
MATV,"Mativ Holdings, Inc.",5.57,0,659.0,330.921856
FWRD,Forward Air Corporation,18.87,0,275.0,594.9264
AJG,Arthur J. Gallagher & Co.,322.85,50.036922,80.0,82838.626304
IOSP,Innospec Inc.,96.8,69.07746,161.0,2448.29696
AMD,"Advanced Micro Devices, Inc.",98.11,100.97,0.0,163619.864576
UTL,UNITIL Corporation,55.19,19.204779,320.0,914.139904
ICE,Intercontinental Exchange Inc.,169.14,35.861633,112.00000000000001,98285.084672
SWX,"Southwest Gas Holdings, Inc.",73.47,27.144926,331.0,5380.926976
MNRO,"Monro, Inc.",16.05,25.562502,684.0,489.972192
UDR,"UDR, Inc.",42.55,166.53847,397.0,16316.868608
GILD,"Gilead Sciences, Inc.",112.56,293.26315,284.0,138781.802496
SHOO,"Steven Madden, Ltd.",25.68,10.765958,332.0,1831.307392
CHE,Chemed Corp,589.96,30.121851,33.0,8755.965952
RCUS,"Arcus Biosciences, Inc.",9.54,0,0.0,988.554944
BUD,Anheuser-Busch Inbev SA Sponsor,61.39,21.797203,168.0,120947.703808
PNR,Pentair plc.,84.0,23.016043,115.99999999999999,14187.447296
NYMT,"New York Mortgage Trust, Inc.",6.58,0,1171.0,618.57536
BK,The Bank of New York Mellon Cor,79.66,14.094827,229.99999999999997,58694.377472
SONO,"Sonos, Inc.",11.2,0,0.0,1359.927808
ETHE,Grayscale Ethereum Trust (ETH),15.42,0,0.0,0.0
SMP,"Standard Motor Products, Inc.",26.18,11.012448,467.0,580.214848
KDP,Keurig Dr Pepper Inc.,33.11,31.990479,274.0,45573.230592
SYF,Synchrony Financial,51.9,6.2385964,187.0,20735.926272
HAL,Halliburton Company,24.34,8.858658,271.0,21763.067904
EXC,Exelon Corporation,43.47,18.036734,362.0,44420.66944
CAG,"ConAgra Brands, Inc.",25.81,24.902912,546.0,12243.257344
HI,Hillenbrand Inc,24.645,0,355.0,1784.452992
FND,"Floor & Decor Holdings, Inc.",84.99,45.18421,0.0,9219.946496
FUL,H. B. Fuller Company,52.88,23.230436,167.0,2895.329024
CMG,"Chipotle Mexican Grill, Inc.",48.73,45.07207,0.0,67807.66208
SNA,Snap-On Incorporated,324.09,17.008713,258.0,17394.323456
WNC,Wabash National Corporation,10.76,0,289.0,469.494816
SFM,"Sprouts Farmers Market, Inc.",133.58,36.466667,0.0,13481.55392
FLG,"Flagstar Financial, Inc.",11.52,0,34.0,4918.5792
GTLS,"Chart Industries, Inc.",142.71,35.693043,0.0,6800.290816
PFF,iShares Preferred and Income Se,30.92,3.8581703,625.0,13022.163968
GO,Grocery Outlet Holding Corp.,12.43,29.974998,0.0,1167.321216
RWT,"Redwood Trust, Inc.",6.17,19.96875,1127.0,848.98176
MOS,Mosaic Company (The),25.06,47.090908,340.0,8208.720384
D,"Dominion Energy, Inc.",54.09,24.854546,488.0,46590.09536
PANW,"Palo Alto Networks, Inc.",176.32,103.016945,0.0,120727.30624
NXST,"Nexstar Media Group, Inc.",168.55,7.9383183,438.0,5182.903296
EPR,EPR Properties,50.62,32.306248,685.0,3931.773696
MMSI,"Merit Medical Systems, Inc.",97.66,48.73892,0.0,5821.095424
AEP,American Electric Power Company,104.24,18.917562,352.0,56336.52736
COOP,Mr. Cooper Group Inc.,98.86,9.765385,0.0,6458.66752
BCO,Brinks Company (The),83.39,23.745153,112.99999999999999,3697.943808
APA,APA Corporation,19.04,8.638767,509.99999999999994,7139.295232
VYX,NCR Voyix Corporation,9.56,0,0.0,1344.387584
THO,"Thor Industries, Inc.",76.77,21.376657,248.0,4287.677952
CBSH,"Commerce Bancshares, Inc.",58.85,15.687339,181.0,8139.63264
MMM,3M Company,146.1,20.71763,194.0,81657.585664
LNC,Lincoln National Corporation,34.46,1.9603477,499.0,6149.88032
DEI,"Douglas Emmett, Inc.",15.39,120.46154,484.99999999999994,3105.847808
CSCO,"Cisco Systems, Inc.",59.67,26.535088,271.0,240686.546944
STE,STERIS plc (Ireland),222.45,36.494366,101.0,22266.578944
ADBE,Adobe Inc.,377.84,26.038258,0.0,171671.240704
CRWD,"CrowdStrike Holdings, Inc.",332.53,0,0.0,87681.35168
M,Macy's Inc,13.4576,6.318841,558.0,3632.315904
PPLT,abrdn Physical Platinum Shares ,91.0,0,0.0,0.0
MKSI,"MKS Instruments, Inc.",81.24,30.718863,102.0,5816.034304
LXP,LXP Industrial Trust,8.91,69.692314,579.0,2686.779136
PATK,"Patrick Industries, Inc.",83.26,20.85158,187.0,2883.350784
VSH,"Vishay Intertechnology, Inc.",16.68,0,237.0,2287.015424
HUBB,Hubbell Inc,331.8,23.700974,155.0,18291.02592
QQQ,"Invesco QQQ Trust, Series 1",468.34,30.741322,56.00000000000001,188554.346496
PCAR,PACCAR Inc.,98.42,12.558228,133.0,52065.705984
AHH,"Armada Hoffler Properties, Inc.",7.69,22.32353,738.0,769.018816
DTE,DTE Energy Company,132.71,19.949852,322.0,28068.88448
ZS,"Zscaler, Inc.",189.58,0,0.0,30606.149632
MCD,McDonald's Corporation,297.5,26.323967,236.0,214216.835072
JPST,JPMorgan Ultra-Short Income ETF,50.53,0,508.0,7497.167872
HD,"Home Depot, Inc. (The)",347.25,23.577852,262.0,348978.348032
TXNM,"TXNM Energy, Inc.",51.17,20.011236,305.0,4950.786048
BIIB,Biogen Inc.,139.98,12.472272,0.0,20410.53184
NOBL,ProShares S&P 500 Dividend Aris,99.94,22.78406,197.0,0.0
MEDP,"Medpace Holdings, Inc.",317.93,25.70807,0.0,9900.186624
INVH,Invitation Homes Inc.,32.89,45.24324,346.0,20512.86016
NWBI,"Northwest Bancshares, Inc.",11.82,15.417722,657.0,1553.1328
PLXS,Plexus Corp.,120.51,28.819025,0.0,3358.663168
NVEE,"NV5 Global, Inc.",17.64,41.318184,0.0,1185.839616
SEIC,SEI Investments Company,72.08,16.77551,133.0,9391.761408
DIS,Walt Disney Company (The),96.87,32.025974,101.0,178320.392192
AA,Alcoa Corporation,32.31,128.96153,119.0,8680.380416
WBS,Webster Financial Corporation,48.52,11.524028,318.0,8628.933632
BRKL,"Brookline Bancorp, Inc.",10.72,14.194806,494.00000000000006,973.91328
GLPI,"Gaming and Leisure Properties, ",48.65,17.344948,611.0,13681.185792
WST,"West Pharmaceutical Services, I",223.73,34.344776,37.0,16637.827072
AFG,"American Financial Group, Inc.",125.0,12.028356,250.99999999999997,10687.561728
BWA,BorgWarner Inc.,27.78,17.607363,153.0,6276.231168
KRG,Kite Realty Group Trust,21.24,1087.5,497.0,4868.8896
GIII,"G-III Apparel Group, LTD.",26.1,6.3511906,0.0,1170.677632
OVV,Ovintiv Inc. (DE),38.41,9.627078,296.0,10550.931456
CSGP,"CoStar Group, Inc.",75.44,231.55884,0.0,33205.403648
MCY,Mercury General Corporation,55.48,6.775148,222.00000000000003,3170.997248
DTM,"DT Midstream, Inc.",93.33,26.608334,342.0,9709.17888
EWJ,iShares MSCI Japan Index Fund,69.26,14.350193,229.0,16029.247488
VRRM,Verra Mobility Corporation,20.2,108.73684,0.0,3297.211904
GNTX,Gentex Corporation,23.86,13.8125,198.0,5523.134464
DVA,DaVita Inc.,141.12,13.369059,0.0,11475.999744
ENPH,"Enphase Energy, Inc.",58.01,77.50667,0.0,7700.539392
POOL,Pool Corporation,320.75,28.931032,147.0,12313.075712
FHI,"Federated Hermes, Inc.",37.58,12.077399,318.0,3162.571776
HCSG,"Healthcare Services Group, Inc.",10.67,20.603775,0.0,802.485632
IPG,"Interpublic Group of Companies,",26.09,14.442623,499.0,9849.112576
PARA,Paramount Global,11.64,0,171.0,8287.110656
ROK,"Rockwell Automation, Inc.",255.29,32.361942,200.99999999999997,29420.464128
SHY,iShares 1-3 Year Treasury Bond ,82.48,3746.3635,392.0,17250.504704
DDOG,"Datadog, Inc.",98.68,195.76924,0.0,34893.377536
CRL,Charles River Laboratories Inte,166.93,814.4762,0.0,8747.25888
VTI,Vanguard Total Stock Market ETF,271.18,24.347898,125.0,574399.709184
NRG,"NRG Energy, Inc.",90.92,19.116234,185.0,18893.801472
JPM,JP Morgan Chase & Co.,225.19,11.763158,215.0,649927.852032
FFIV,"F5, Inc.",257.42,26.08946,0.0,15131.421696
DIOD,Diodes Incorporated,45.94,48.45263,0.0,2132.749312
VOO,Vanguard S&P 500 ETF,507.05,25.261326,123.0,0.0
TDC,Teradata Corporation,21.95,19.560347,0.0,2146.474112
WERN,"Werner Enterprises, Inc.",29.46,54.381817,187.0,1850.597504
DVN,Devon Energy Corporation,33.55,7.576754,278.0,22407.538688
VBTX,"Veritex Holdings, Inc.",23.85,12.538462,327.0,1331.776896
MDY,SPDR S&P MidCap 400 ETF Trust,522.96,18.198004,119.0,29688.08448
RBC,RBC Bearings Incorporated,331.51,46.09315,0.0,10580.344832
DPZ,Domino's Pizza Inc,426.93,25.4991,164.0,14596.11648
C,"Citigroup, Inc.",67.23,11.559664,326.0,129614.528512
LAD,"Lithia Motors, Inc.",285.59,9.969974,72.0,7763.757056
